analysis_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms,amenities,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication
14539,Miguel Hidalgo,19.4356707,-99.1874643,Entire loft,Entire home/apt,2,1.00,1.00,1.00,"[""Central air conditioning"", ""Private entrance"", ""Dining table"", ""Outdoor dining area"", ""Room-darkening shades"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Free parking on premises"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Shampoo"", ""Electric stove"", ""Iron"", ""Hangers"", ""Bed linens"", ""MABE refrigerator"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Toaster"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Clothing storage: closet and wardrobe"", ""Dishes and silverware"", ""Cooking basics"", ""Fire extinguisher"", ""Conditioner""]",1620.00,96.00,155520.00,4.87,5.00,4.97,4.81,4.77
14540,Cuauhtémoc,19.4198339,-99.1715339,Entire rental unit,Entire home/apt,7,3.00,7.00,2.00,"[""Laundromat nearby"", ""City skyline view"", ""Dining table"", ""Ceiling fan"", ""Room-darkening shades"", ""Indoor fireplace: electric"", ""Wifi"", ""Window guards"", ""Pocket wifi"", ""Lockbox"", ""Cleaning products"", ""Theme room"", ""Baby bath - available upon request"", ""Paid parking lot off premises"", ""Pantene o Tresemme shampoo"", ""Bathtub"", ""Coffee"", ""Bed linens"", ""Crib - available upon request"", ""Carbon monoxide alarm"", ""First aid kit"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Outlet covers"", ""Neutro - Tersso body soap"", ""Hot water"", ""Safe"", ""Books and reading material"", ""Baby monitor - available upon request"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine, pour-over coffee"", ""Luggage dropoff allowed"", ""Children's playroom"", ""Clamp on table seat high chair - available upon request"", ""Single level home"", ""Pantene o Tresemme conditioner"", ""Hangers"", ""Mabe refrigerator"", ""Essentials"", ""Blender"", ""Pool table"", ""Mini fridge"", ""Self check-in"", ""Bread maker"", ""Dedicated workspace"", ""Children\u2019s books and toys"", ""Microwave"", ""Kitchen"", ""Drying rack for clothing"", ""Board games"", ""Portable heater"", ""Iron"", ""Pack \u2019n play/Travel crib - available upon request"", ""Long term stays allowed"", ""Game console: PS4"", ""Ethernet connection"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Fire extinguisher"", ""Baking sheet"", ""MAbe stainless steel oven"", ""Free parking garage on premises"", ""Babysitter recommendations"", ""Extra pillows and blankets"", ""TV"", ""Mabe stainless steel gas stove"", ""Wine glasses"", ""Shower gel"", ""Smoke alarm"", ""Exercise equipment: free weights, yoga mat"", ""Toaster"", ""Freezer"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Barbecue utensils"", ""Ping pong table""]",2031.00,255.00,517905.00,4.82,4.78,4.97,4.83,4.89
14541,Gustavo A. Madero,19.4541955,-99.0758373,Private room in home,Private room,1,1.00,1.00,1.00,"[""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Microwave"", ""Body soap"", ""Cleaning available during stay"", ""Host greets you"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Single level home"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Portable fans"", ""Mini fridge""]",249.00,255.00,63495.00,4.95,4.83,4.75,4.93,4.97
14542,Benito Juárez,19.3929399,-99.1882904,Entire serviced apartment,Entire home/apt,4,2.00,2.00,2.00,"[""Self check-in"", ""Dining table"", ""Outdoor dining area"", ""Smart lock"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Microwave"", ""Head shoulders shampoo"", ""Body soap"", ""Kitchen"", ""Drying rack for clothing"", ""Cleaning products"", ""Board games"", ""Free parking on premises"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Samsung refrigerator"", ""Children\u2019s dinnerware"", ""Washer"", ""Iron"", ""Shower gel"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Barra de sonido LG Bluetooth sound system"", ""Freezer"", ""Toaster"", ""Blender"", ""Free dryer \u2013 In unit"", ""Other gas stove"", ""Dishes and silverware"", ""Cooking basics"", ""Outdoor playground"", ""Mini fridge""]",1273.00,60.00,76380.00,4.79,4.96,4.83,4.79,4.88
14543,Cuauhtémoc,19.4159922,-99.1781724,Room in hotel,Private room,2,1.00,1.00,1.00,"[""Air conditioning"", ""Courtyard view"", ""Self check-in"", ""Heating"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Safe"", ""Building staff"", ""Body soap"", ""TV"", ""Breakfast"", ""Luggage dropoff allowed"", ""Shampoo"", ""Shower gel"", ""Clothing storage"", ""Coffee maker: Nespresso"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Conditioner"", ""Pets allowed""]",5365.00,6.00,32190.00,5.00,5.00,5.00,5.00,5.00
14544,Cuauhtémoc,19.4159922,-99.1781724,Room in hotel,Private room,2,1.00,1.00,1.00,"[""Air conditioning"", ""Self check-in"", ""Heating"", ""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Safe"", ""Building staff"", ""Body soap"", ""TV"", ""Breakfast"", ""Luggage dropoff allowed"", ""Shampoo"", ""Shower gel"", ""Clothing storage"", ""Coffee maker: Nespresso"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Conditioner"", ""Pets allowed""]",6446.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00
14545,Cuauhtémoc,19.4159922,-99.1781724,Room in hotel,Private room,2,1.00,1.00,1.00,"[""Air conditioning"", ""Self check-in"", ""Heating"", ""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Safe"", ""Building staff"", ""Body soap"", ""TV"", ""Breakfast"", ""Luggage dropoff allowed"", ""Shampoo"", ""Shower gel"", ""Clothing storage"", ""Coffee maker: Nespresso"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Conditioner"", ""Pets allowed""]",7092.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00
14546,Cuauhtémoc,19.4159900,-99.1781700,Room in hotel,Private room,2,1.00,1.00,1.00,"[""Shampoo"", ""Hair dryer"", ""Air conditioning"", ""Self check-in"", ""Building staff"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Hangers"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""TV"", ""Hot water"", ""Carbon monoxide alarm"", ""Pets allowed""]",8050.00,6.00,48300.00,5.00,5.00,5.00,4.50,5.00
14547,Venustiano Carranza,19.4381084,-99.0800611,Private room in casa particular,Private room,6,1.00,3.00,2.00,"[""Self check-in"", ""Dining table"", ""Outdoor dining area"", ""Room-darkening shades"", ""Wifi"", ""Trash compactor"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Stove"", ""Board games"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Children\u2019s dinnerware"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge"", ""Backyard"", ""Pets allowed""]",461.00,6.00,2766.00,2.00,2.00,1.00,2.00,5.00
14548,Venustiano Carranza,19.4381084,-99.0800611,Private room in casa particular,Private room,2,1.00,1.00,1.00,"[""Self check-in"", ""Dining table"", ""Outdoor dining area"", ""Room-darkening shades"", ""Wifi"", ""Trash compactor"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Stove"", ""Board games"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Children\u2019s dinnerware"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Freezer"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge"", ""Backyard"", ""Pets allowed""]",525.00,18.00,9450.00,4.50,4.50,4.25,4.50,4.75
14549,Venustiano Carranza,19.4381084,-99.0800611,Private room in home,Private room,6,1.00,3.00,2.00,"[""Self check-in"", ""Dining table"", ""Outdoor dining area"", ""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Board games"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Children\u2019s dinnerware"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge"", ""Backyard"", ""Pets allowed""]",461.00,12.00,5532.00,5.00,5.00,4.50,4.50,5.00
14550,Venustiano Carranza,19.4381084,-99.0800611,Private room in casa particular,Private room,2,1.00,1.00,2.00,"[""Self check-in"", ""Dining table"", ""Room-darkening shades"", ""Wifi"", ""Trash compactor"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Fire extinguisher"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Conditioner"", ""Pets allowed""]",527.00,18.00,9486.00,4.50,4.75,4.50,4.50,4.75
14551,Venustiano Carranza,19.4381084,-99.0800611,Private room in casa particular,Private room,2,1.00,1.00,1.00,"[""Self check-in"", ""Dining table"", ""Outdoor dining area"", ""Wifi"", ""Trash compactor"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Stove"", ""Board games"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Children\u2019s dinnerware"", ""Iron"", ""Shower gel"", ""Coffee"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge"", ""Backyard"", ""Pets allowed""]",527.00,12.00,6324.00,3.67,4.67,4.33,4.00,4.67
14552,Cuauhtémoc,19.4030546,-99.1681789,Entire rental unit,Entire home/apt,8,3.00,4.00,2.00,"[""Air conditioning"", ""Self check-in"", ""City skyline view"", ""Dining table"", ""Stainless steel oven"", ""Smart lock"", ""Room-darkening shades"", ""Elevator"", ""Wifi"", ""Hot water"", ""Mosquito net"", ""Refrigerator"", ""Microwave"", ""75 inch TV"", ""Kitchen"", ""Cleaning products"", ""Gas stove"", ""Exercise equipment"", ""Portable heater"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Shared gym in building"", ""Shower gel"", ""Free parking garage on premises \u2013 2 spaces"", ""Coffee maker: Nespresso"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hangers"", ""Bed linens"", ""Coffee"", ""Pool"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Freezer"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""Cooking basics"", ""Sun loungers"", ""Portable fans"", ""Dryer""]",3043.00,162.00,492966.00,4.90,4.80,4.80,4.80,4.93
14553,Venustiano Carranza,19.4117928,-99.0855443,Entire rental unit,Entire home/apt,2,1.00,0.00,1.00,"[""Laundromat nearby"", ""Wifi"", ""Hot water"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""Cleaning products"", ""TV"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Coffee"", ""Hangers"", ""Long term stays allowed"", ""Hot water kettle"", ""Blender"", ""Other gas stove"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Mini fridge""]",655.00,198.00,129690.00,4.90,4.88,4.92,4.82,4.98
14554,Cuauhtémoc,19.4091902,-99.1670111,Private room in rental unit,Private room,1,1.00,1.00,1.00,"[""Private entrance"", ""Laundromat nearby"", ""Heating"", ""Dining table"", ""Self check-in"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Lockbox"", ""Drying rack for clothing"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Washer"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Coffee maker: pour-over coffee"", ""Freezer"", ""Toaster"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Dryer""]",441.00,72.00,31752.00,4.64,4.36,4.64,4.43,5.00
14555,Miguel Hidalgo,19.4296931,-99.1945171,Entire rental unit,Entire home/apt,4,2.00,2.00,2.00,"[""Private entrance"", ""Self check-in"", ""Dining table"", ""Smart lock"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Window guards"", ""Hot water"", ""Microwave"", ""Otro stainless steel gas stove"", ""Body soap"", ""Kitchen"", ""Clamp on table seat high chair - always at the listing"", ""Cleaning products"", ""Cleaning available during stay"", ""TV"", ""Portable heater"", ""Paid street parking off premises"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Bathtub"", ""Coffee maker: Nespresso"", ""Coffee"", ""Bed linens"", ""MABE refrigerator"", ""Free washer"", ""Essentials"", ""Long term stays allowed"", ""Freezer"", ""Exterior security cameras on property"", ""Blender"", ""Dishes and silverware"", ""Cooking basics"", ""Outdoor playground"", ""Free dryer""]",2384.00,108.00,257472.00,4.65,4.70,5.00,4.75,4.90
14556,Miguel Hidalgo,19.4373649,-99.1955198,Private room in rental unit,Private room,1,1.00,1.00,1.00,"[""Exterior security cameras on property"", ""Hair dryer"", ""Iron"", ""Self check-in"", ""Kitchen"", ""Smart lock"", ""First aid kit"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Smoke alarm"", ""Fire extinguisher"", ""TV"", ""Lock on bedroom door"", ""Carbon monoxide alarm""]",644.00,114.00,73416.00,4.70,4.74,5.00,4.74,4.91
14557,Miguel Hidalgo,19.4335591,-99.1868200,Entire rental unit,Entire home/apt,2,1.00,1.00,1.50,"[""Elevator"", ""Wifi"", ""Safe"", ""Microwave"", ""Refrigerator"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""TV"", ""Shampoo"", ""Washer"", ""Iron"", ""Hangers"", ""Bed linens"", ""Toaster"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Cooking basics""]",2039.00,210.00,428190.00,4.86,4.95,5.00,4.86,4.91
14558,Venustiano Carranza,19.4350410,-99.1043210,Private room in condo,Private room,2,1.00,2.00,1.00,"[""Exercise equipment: free weights"", ""Housekeeping available 3 days a week - available at extra cost"", ""Air conditioning"", ""Laundromat nearby"", ""Dining table"", ""Outdoor dining area"", ""Room-darkening shades"", ""Shared backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Wifi"", ""Window guards"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Babysitter recommendations"", ""Body soap"", ""Kitchen"", ""Drying rack for clothing"", ""Cleaning products"", ""Sound system"", ""Host greets you"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Clothing storage: wardrobe"", ""Shampoo"", ""Coffee maker: french press"", ""Wine glasses"", ""Iron"", ""Single level home"", ""Paid dryer \u2013 In building"", ""BBQ grill"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Hair dryer"", ""Other gas stove"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Outdoor playground"", ""Fire extinguisher"", ""Conditioner""]",970.00,6.00,5820.00,4.50,4.50,5.00,5.00,5.00
14559,Cuauhtémoc,19.4249386,-99.1657892,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Self check-in"", ""Dining table"", ""Private patio or balcony"", ""Wifi"", ""Trash compactor"", ""Hot water"", ""Refrigerator"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Stove"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Bathtub"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Clothing storage: closet"", ""Freezer"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Portable fans"", ""Mini fridge"", ""Conditioner""]",1800.00,168.00,302400.00,4.94,4.97,4.91,4.89,5.00
14560,Benito Juárez,19.3750993,-99.1840168,Entire rental unit,Entire home/apt,4,1.00,1.00,1.50,"[""Self check-in"", ""Dining table"", ""Outdoor dining area"", ""Smart lock"", ""Room-darkening shades"", ""Elevator"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Kitchen"", ""Stove"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Oven"", ""Paid street parking off premises"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""BBQ grill"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Dryer"", ""Pets allowed""]",1076.00,84.00,90384.00,4.87,4.78,4.91,4.87,4.96
